End_of_Period,Loan_Number,Region,Country_Code,Country,Borrower,Guarantor_Country_Code,Guarantor,Loan_Type,Loan_Status,Interest_Rate,Project_ID,Project_Name,Original_Principal_Amount,Cancelled_Amount_,Undisbursed_Amount_,Disbursed_Amount_,Repaid_to_IBRD_,Due_to_IBRD_,Exchange_Adjustment_,Borrowers_Obligation_,Sold_Third_Party_,Repaid__Third_Party,Due__Third_Party_,Loans_Held_,First_Repayment_Date,Last_Repayment_Date,Agreement_Signing_Date,Board_Approval_Date,Effective_Date_(Most_Recent),Closed_Date_(Most_Recent),Last_Disbursement_Date
9/30/2025,IBRD70160,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P057326,"CO SIERRA NEVADA SUSTAINABLE DEVELOPMEN",5000000,0,0,5000000,5000000,0,0,0,0,0,0,0,8/15/2005,2/15/2017,5/23/2000,5/2/2000,8/16/2000,12/15/2006,12/21/2006
9/30/2025,IBRD70170,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P068762,"CO-  COMMUNITY WORKS (MANOS A LA OBRA)",100000000,73600431,0,26399569.26,26399569,0,0,0,0,0,0,0,9/15/2005,3/15/2017,10/20/2000,5/11/2000,1/16/2001,11/30/2005,4/18/2006
9/30/2025,IBRD70490,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P040109,"CO PUBLIC FINANC. MANAGEMENT PROJECT II",35470000,159655,0,35310345.13,35310345,0,0,0,0,0,0,0,8/15/2006,2/15/2018,4/18/2001,3/22/2001,7/18/2001,12/31/2009,4/27/2010
9/30/2025,IBRD70500,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P069964,"CO-  Human Capital Prot.- Cash Transfers",150000000,0,0,150000000,150000000,0,0,0,0,0,0,0,8/15/2006,2/15/2018,8/23/2001,3/29/2001,11/9/2001,11/30/2005,3/22/2006
9/30/2025,IBRD70770,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P065937,"CO WATER SECTOR REF ASSISTANCE PROJECT",40000000,4312607,0,35687393.5,35687394,0,0,0,0,0,0,0,2/15/2009,8/15/2016,12/17/2001,10/25/2001,6/18/2002,10/31/2010,4/23/2010
9/30/2025,IBRD70780,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P057692,"CO 2nd Magdalena Medio Project (LIL)",5000000,75431,0,4924569.4,4924569,0,0,0,0,0,0,0,8/15/2011,8/15/2013,10/5/2001,9/27/2001,11/21/2001,5/28/2004,4/22/2004
9/30/2025,IBRD70810,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P057369,"CO Judicial Resolution Improvement Prj.",5000000,1413079,0,3586920.85,3586921,0,0,0,0,0,0,0,2/15/2007,8/15/2018,12/4/2001,11/8/2001,1/30/2002,6/30/2006,11/7/2006
9/30/2025,IBRD70920,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P073572,"CO Structural Fiscal Adjustment Loan",400000000,0,0,400000000,400000000,0,0,0,0,0,0,0,11/15/2010,5/15/2015,12/19/2001,12/18/2001,12/20/2001,3/31/2003,2/25/2003
9/30/2025,IBRD70970,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P041642,"CO PRODUCTIVE PARTNERSHIPS",32000000,10000000,0,22000000,22000000,0,0,0,0,0,0,0,11/15/2010,5/15/2015,4/3/2002,1/22/2002,5/15/2002,9/30/2008,6/25/2008
9/30/2025,IBRD71340,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P069861,"CO- Social Sector Adjustment",155000000,0,0,155000000,155000000,0,0,0,0,0,0,0,5/15/2007,11/15/2017,9/6/2002,8/1/2002,9/17/2002,12/31/2002,9/18/2002
9/30/2025,IBRD71550,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P074138,"CO-Higher Education - Improving Access",200000000,350945,0,199649054.9,199649055,0,0,0,0,0,0,0,5/15/2010,11/15/2015,4/16/2003,12/23/2002,7/16/2003,12/31/2008,7/22/2009
9/30/2025,IBRD71620,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MUNICIPALITY OF BOGOTA",CO,Colombia,FSL,"Fully Repaid",0,P074726,"CO Bogota Urban Services Project",100000000,0,0,102285574.1,98532310,3753264.22,-3753264.22,0,0,0,0,3753264.22,8/15/2008,2/15/2020,6/4/2003,3/13/2003,8/5/2003,7/31/2010,6/23/2010
9/30/2025,IBRD71630,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P080831,"CO Program. Fiscal and Institutional Adj",300000000,0,0,300000000,300000000,0,0,0,0,0,0,0,5/15/2010,5/15/2016,3/19/2003,3/18/2003,3/20/2003,4/30/2003,3/27/2003
9/30/2025,IBRD71670,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P078869,"CO Programmatic Fin. Sector Adj Ln I",150000000,0,0,150000000,150000000,0,0,0,0,0,0,0,5/15/2014,5/15/2014,5/28/2003,4/24/2003,6/4/2003,6/30/2003,6/5/2003
9/30/2025,IBRD71920,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"DEPARTAMENTO DE CUNDINAMARCA",CO,Colombia,FSL,"Fully Repaid",0,P077757,"CO CUNDINAMARCA EDUCATION QUALITY IMPRVM",15000000,13205078,0,1794921.78,1794922,0,0,0,0,0,0,0,2/15/2009,8/15/2020,9/30/2003,8/19/2003,12/30/2003,6/8/2006,8/25/2006
9/30/2025,IBRD71930,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P079060,"CO 1st PSAL Labor & Soc Ref",200000000,0,0,200000000,200000000,0,0,0,0,0,0,0,3/15/2009,9/15/2019,9/11/2003,9/9/2003,9/16/2003,3/31/2004,9/18/2003
9/30/2025,IBRD72010,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P083905,"CO Prog Fiscal and Institutional Adj II",150000000,0,0,150000000,150000000,0,0,0,0,0,0,0,11/15/2009,11/15/2019,11/24/2003,11/20/2003,11/24/2003,2/25/2004,11/26/2003
9/30/2025,IBRD72310,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P082466,"CO Integrated Mass Transit Systems",250000000,56095,0,249943904.9,249943905,0,0,0,0,0,0,0,6/15/2012,12/15/2017,9/21/2004,6/10/2004,1/20/2005,3/31/2009,7/30/2009
9/30/2025,IBRD72320,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P051306,"CO 1st APL PEACE AND DEV",30000000,129399,0,29870600.85,29870601,0,0,0,0,0,0,0,3/15/2015,3/15/2015,9/27/2004,6/10/2004,12/23/2004,4/15/2010,8/10/2010
9/30/2025,IBRD72580,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P082597,"CO 2nd Programmatic FSAL",100000000,0,0,100000000,100000000,0,0,0,0,0,0,0,9/15/2014,3/15/2016,9/27/2004,9/23/2004,10/4/2004,3/31/2005,10/6/2004
9/30/2025,IBRD72590,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P082865,"CO- 2nd Prog. Labor & Social Sector Ref",200000000,0,0,200000000,200000000,0,0,0,0,0,0,0,9/15/2013,9/15/2017,11/4/2004,11/4/2004,11/9/2004,3/31/2005,11/10/2004
9/30/2025,IBRD72600,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P088857,"CO (CRL2) TAL to support the 2nd PSAL",2000000,66957,0,1933043.33,1933043,0,0,0,0,0,0,0,9/15/2015,3/15/2016,12/20/2004,11/4/2004,3/17/2005,6/30/2009,10/14/2009
9/30/2025,IBRD72800,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P084762,"CO Prog Fiscal and Institutional SAL III",100000000,0,0,100000000,100000000,0,0,0,0,0,0,0,12/15/2013,6/15/2018,4/4/2005,3/22/2005,4/26/2005,6/30/2005,4/27/2005
9/30/2025,IBRD72810,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P082973,"CO APL1-Water & Sanit. Sector Support",70000000,0,0,70000000,70000000,0,0,0,0,0,0,0,8/15/2012,8/15/2020,6/2/2005,3/22/2005,8/31/2005,3/31/2011,10/6/2011
9/30/2025,IBRD72930,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P082429,"CO-(APL1)Disaster VulnerabilityReduction",260000000,157242356,0,102757644.2,102757644,0,0,0,0,0,0,0,12/15/2013,6/15/2019,10/4/2005,5/10/2005,11/29/2005,12/15/2013,3/4/2014
9/30/2025,IBRD73090,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P081397,"CO Prog Dev Policy Ln for Sust. Dev",150000000,0,0,150000000,150000000,0,0,0,0,0,0,0,6/15/2013,12/15/2018,9/13/2005,6/21/2005,10/5/2005,1/31/2006,10/11/2005
9/30/2025,IBRD73130,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P082167,"CO Agricultural Transition Project",30000000,608401,0,29391598.59,29391599,0,0,0,0,0,0,0,12/15/2013,6/15/2019,7/15/2005,6/28/2005,1/10/2006,12/30/2011,8/15/2012
9/30/2025,IBRD73340,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P094301,"CO Business Product and Efficiency DPL I",250000000,0,0,250000000,250000000,0,0,0,0,0,0,0,5/15/2011,11/15/2022,11/23/2005,10/27/2005,12/12/2005,5/15/2006,12/27/2005
9/30/2025,IBRD73350,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P082520,"CO Sustainable Development Inv Project",7000000,600,0,6999400,6999400,0,0,0,0,0,0,0,11/15/2016,5/15/2017,11/23/2005,10/27/2005,1/3/2006,10/31/2012,3/7/2013
9/30/2025,IBRD73370,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P089443,"CO Social Safety Net Project",86400000,260989,0,86139010.82,86139011,0,0,0,0,0,0,0,9/15/2014,3/15/2019,11/23/2005,11/1/2005,1/20/2006,12/31/2008,5/18/2009
9/30/2025,IBRD73650,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MUNICIPALITY OF BOGOTA",CO,Colombia,FSL,"Fully Repaid",0,P085727,"CO-(APL2) Disaster Vulnerability Reduct.",80000000,16544222,0,64186676.39,62678189,1508486.97,-1508486.97,0,0,0,0,1508486.97,2/15/2011,8/15/2022,9/5/2006,3/3/2006,10/13/2006,1/31/2014,5/21/2014
9/30/2025,IBRD74000,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P094097,"CO- 3rd Prog.Labor and Social Sector",200000000,0,0,200000000,200000000,0,0,0,0,0,0,0,9/15/2015,3/15/2019,8/7/2006,7/25/2006,10/3/2006,3/30/2007,10/4/2006
9/30/2025,IBRD74040,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"ALCADIA DISTRITAL DE CARTAGENA DE INDIAS",CO,Colombia,FSL,"Fully Repaid",0,P044140,"CO CARTAGENA WTR SUPPLY & SEWERAGE ENV.",74380000,0,0,74484038.56,80559533,-6075494.65,6075494.66,0.01,0,0,0,-6075494.65,9/15/2006,9/15/2016,7/26/2006,7/7/2006,7/26/2006,6/28/2009,11/17/2009
9/30/2025,IBRD74050,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"DEPARTAMENTO DE ANTIOQUIA",CO,Colombia,FSL,"Fully Repaid",0,P006891,"CO ANTIOQUIA EDUCATION",28546071,0,0,28488176.04,33531600,-5043424.1,5043424.1,0,0,0,0,-5043424.1,12/15/2006,12/15/2012,7/17/2006,7/7/2006,7/17/2006,7/17/2006,7/17/2006
9/30/2025,IBRD74130,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P095213,"CO 2nd Business Product and Efficiency",300000000,0,0,300000000,300000000,0,0,0,0,0,0,0,2/15/2013,8/15/2023,12/6/2006,12/5/2006,12/21/2006,6/30/2007,12/26/2006
9/30/2025,IBRD74330,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P089443,"CO Social Safety Net Project",104800000,0,0,104800000,104800000,0,0,0,0,0,0,0,4/15/2016,10/15/2019,4/16/2007,3/15/2007,5/22/2007,6/30/2008,10/16/2008
9/30/2025,IBRD74340,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"DEPARTAMENTO DE LA GUAJIRA",CO,Colombia,FSL,"Fully Repaid",0,P096965,"La Guajira Water and Sanit.",90000000,18558915,0,71441085.16,71441085,0,0,0,0,0,0,0,4/15/2011,10/15/2022,4/16/2007,3/15/2007,6/26/2007,4/16/2018,8/23/2018
9/30/2025,IBRD74560,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P095877,"CO 2nd Sustainable Dev DPL",200000000,0,0,200000000,200000000,0,0,0,0,0,0,0,2/15/2013,8/15/2023,7/5/2007,6/7/2007,9/25/2007,1/31/2008,9/27/2007
9/30/2025,IBRD74570,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P082466,"CO Integrated Mass Transit Systems",207000000,187374,0,206812626.5,206812627,0,0,0,0,0,0,0,2/15/2016,8/15/2020,12/19/2007,6/12/2007,1/17/2008,3/31/2010,5/7/2010
9/30/2025,IBRD74840,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P104567,"CO-Second Rural Productive Partnerships",30000000,0,0,30000000,30000000,0,0,0,0,0,0,0,2/15/2013,2/15/2025,12/13/2007,8/21/2007,1/17/2008,6/30/2015,7/1/2015
9/30/2025,IBRD74920,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"DEPARTAMENTO DE ANTIOQUIA",CO,Colombia,FSL,"Fully Repaid",0,P052608,"CO- Antioquia Secondary Education Projec",20000000,123023,0,19876977.38,19876977,0,0,0,0,0,0,0,5/15/2013,11/15/2024,3/14/2008,11/27/2007,5/7/2008,6/30/2014,11/10/2014
9/30/2025,IBRD75070,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"INTERCONEXION ELECTRICA S. A.",CO,Colombia,FSL,"Fully Repaid",0,P006887,"CO POWER MARKET DEVELOP. & ENERGY (TA)",0,0,0,69120000,69120000,0,0,0,0,0,0,0,4/15/2008,10/15/2012,1/1/2008,1/1/2008,1/1/2008,12/31/2008,
9/30/2025,IBRD75150,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,ICETEX,CO,Colombia,FSL,Repaying,0,P105164,"CO-(APL)Second Student Loan Support Proj",300000000,0,0,305769886.2,120978977,184790909.6,-141619891.2,43171018.38,0,0,0,184790909.6,4/15/2015,10/15/2033,3/14/2008,3/4/2008,5/2/2008,6/30/2013,6/21/2013
9/30/2025,IBRD75340,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,Repaying,0,P105029,"CO 3rd Business Prod & Efficiency DDO",550000000,0,0,550000000,233310000,316690000,0,316690000,0,0,0,316690000,10/15/2018,10/15/2033,9/26/2008,4/8/2008,10/7/2008,6/30/2011,10/14/2008
9/30/2025,IBRD75400,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,Repaying,0,P082908,"CO (APL2) Rural Education APL II",40000000,2605050,0,37394949.74,9348737,28046212.3,0,28046212.3,0,0,0,28046212.3,4/15/2025,10/15/2026,6/19/2008,4/17/2008,7/28/2008,11/30/2015,4/12/2016
9/30/2025,IBRD76090,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MUNICIPALITY OF BOGOTA",CO,Colombia,FSL,"Fully Repaid",0,P074726,"CO Bogota Urban Services Project",30000000,6066299,0,23933700.85,23933701,0,0,0,0,0,0,0,11/15/2013,5/15/2018,2/23/2009,10/21/2008,6/26/2009,9/30/2014,12/3/2014
9/30/2025,IBRD76180,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Disbursed",0,P113084,"CO Disaster Risk Mgmt CAT DDO",150000000,0,0,150000000,0,150000000,0,150000000,0,0,0,150000000,10/15/2022,4/15/2035,6/11/2009,12/18/2008,6/25/2009,1/31/2012,12/28/2010
9/30/2025,IBRD76190,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,Repaying,0,P101211,"CO Second Social Safety Net Project",636500000,0,0,636500000,286425000,350075000,0,350075000,0,0,0,350075000,4/15/2018,10/15/2036,12/19/2008,12/18/2008,2/4/2009,12/31/2011,3/8/2012
9/30/2025,IBRD76200,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,Repaying,0,P099139,"CO Strength. Public Info, M&E for RMgmt.",8500000,412094,0,8087906.22,7195002,892904.3,0,892904.3,0,0,0,892904.3,10/15/2017,4/15/2026,12/19/2008,12/12/2008,1/21/2009,12/31/2014,4/17/2015
9/30/2025,IBRD76210,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,Repaying,0,P101301,"CO 3rd Sust. Dev DPL",450000000,0,0,450000000,190575000,259425000,0,259425000,0,0,0,259425000,4/15/2020,10/15/2032,12/19/2008,12/18/2008,1/19/2009,12/31/2009,3/10/2009
9/30/2025,IBRD77390,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,Repaying,0,P082466,"CO Integrated Mass Transit Systems",300000000,4108047,0,295891953.4,118356781,177535172,0,177535172,0,0,0,177535172,2/15/2021,8/15/2032,9/24/2009,8/4/2009,12/9/2009,12/31/2012,6/18/2013
9/30/2025,IBRD77400,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,Repaying,0,P116088,"CO-Finance and Private Sector Dev",300000000,0,0,300000000,137700000,162300000,0,162300000,0,0,0,162300000,8/1/2017,8/1/2035,9/4/2009,8/4/2009,10/19/2009,9/30/2011,10/29/2009
9/30/2025,IBRD77420,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,Repaying,0,P101279,"CO Solid Waste Management Program Projec",20000000,15610436,0,4389564.36,4389564,0,0,0,0,0,0,0,2/15/2020,8/15/2024,9/4/2009,8/4/2009,10/15/2009,12/31/2015,8/23/2016
9/30/2025,IBRD77810,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P051306,"CO 1st APL PEACE AND DEV",7812000,274747,0,7537252.88,7537253,0,0,0,0,0,0,0,2/15/2020,8/15/2024,11/6/2009,9/10/2009,2/26/2010,9/15/2012,12/11/2012
9/30/2025,IBRD78240,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P083904,"CO - Justice Services Strenghtening",20000000,1640225,0,18359775.07,18359775,0,0,0,0,0,0,0,8/15/2020,2/15/2022,2/16/2010,12/17/2009,3/9/2010,12/31/2014,5/28/2015
9/30/2025,IBRD78310,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Disbursed",0,P106628,"CO Consolidation of Nat. Publ Mgmt Inf.",25000000,4583930,0,20416070.01,20416070,0,0,0,0,0,0,0,8/15/2023,8/15/2023,12/29/2009,12/17/2009,1/13/2010,12/15/2014,4/16/2015
9/30/2025,IBRD78450,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,Repaying,0,P106708,"CO Social DPL",500000000,0,0,500000000,197250000,302750000,0,302750000,0,0,0,302750000,8/15/2018,2/15/2037,3/11/2010,2/23/2010,3/29/2010,12/31/2010,4/12/2010
9/30/2025,IBRD79440,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Disbursed",0,P117590,"CO - Science Technology & Innovation",25000000,4352285,0,20647714.52,0,20647714.52,0,20647714.52,0,0,0,20647714.52,2/15/2028,2/15/2028,8/2/2010,7/15/2010,10/20/2010,12/31/2015,7/29/2016
9/30/2025,IBRD79850,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"CorporaciÃ³n AutÃ³noma Regional deCundinam",CO,Colombia,FSL,Repaying,0,P111479,"CO Rio Bogota Environ Infrastructure",250000000,14466585,0,235533415.3,235533415,0,0,0,0,0,0,0,11/15/2015,11/15/2024,7/15/2011,12/14/2010,9/21/2011,9/30/2022,3/15/2022
9/30/2025,IBRD79980,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Repaid",0,P110671,"CO National Macroproyectos Social Intere",40000000,39630394,0,369605.54,369606,0,0,0,0,0,0,0,2/15/2025,2/15/2025,3/22/2011,1/11/2011,6/20/2011,12/31/2014,3/31/2015
9/30/2025,IBRD80800,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Disbursed",0,P123267,"CO First Programmatic Fiscal DPL",300000000,0,0,300000000,0,300000000,0,300000000,0,0,0,300000000,2/15/2029,2/15/2029,10/26/2011,7/21/2011,11/10/2011,6/30/2012,12/14/2011
9/30/2025,IBRD80830,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Disbursed",0,P117947,"CO Support Nat'l Urban Transit Program",350000000,191002034,0,158997966,0,158997966,0,158997966,0,0,0,158997966,2/15/2026,2/15/2026,6/28/2013,7/21/2011,10/18/2013,9/30/2020,11/10/2021
9/30/2025,IBRD81330,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Disbursed",0,P082520,"CO Sustainable Development Inv Project",10000000,3237747,0,6762252.8,0,6762252.8,0,6762252.8,0,0,0,6762252.8,2/15/2030,2/15/2030,6/20/2012,3/8/2012,8/22/2012,4/29/2015,9/21/2015
9/30/2025,IBRD81840,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Disbursed",0,P126583,"CO Disaster Risk Mgmt Cat DDO II",250000000,0,0,250000000,0,250000000,0,250000000,0,0,0,250000000,2/15/2030,2/15/2030,11/16/2012,7/10/2012,1/3/2013,7/10/2021,3/31/2020
9/30/2025,IBRD82230,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Disbursed",0,P129465,"CO Second Programmatic Fiscal DPL",200000000,0,0,200000000,0,200000000,0,200000000,0,0,0,200000000,8/15/2030,8/15/2030,12/4/2012,11/13/2012,12/7/2012,6/30/2013,12/18/2012
9/30/2025,IBRD82250,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Disbursed",0,P130972,"CO Productive & Sust. Cities DPL",150000000,0,0,150000000,0,150000000,0,150000000,0,0,0,150000000,8/15/2030,8/15/2030,12/14/2012,12/13/2012,12/19/2012,6/30/2013,12/27/2012
9/30/2025,IBRD82870,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,FSL,"Fully Disbursed",0,P145605,"CO Enhancing Fiscal Capacity DPL",600000000,0,0,600000000,0,600000000,0,600000000,0,0,0,600000000,6/15/2031,6/15/2031,9/6/2013,9/6/2013,9/9/2013,12/31/2014,9/12/2013
